bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,content
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,1932073205,9781932073201,eng,240,39947,1622,4/13/2006,HJ Kramer,Way of the Peaceful Warrior: A Book That Changes Lives Dan Millman HJ Kramer eng
2257,Secret of the Peaceful Warrior,Dan Millman/Robert D. San Souci/T. Taylor Bruce,4.15,0915811235,9780915811236,eng,32,156,13,12/28/1992,HJ Kramer,Secret of the Peaceful Warrior Dan Millman/Robert D. San Souci/T. Taylor Bruce HJ Kramer eng
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong/Sally Jenkins,3.72,0425179613,9780425179611,eng,294,35050,1833,9/1/2001,Berkley Publishing Group,It's Not about the Bike: My Journey Back to Life Lance Armstrong/Sally Jenkins Berkley Publishing Group eng
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson/Graham   Watson,3.67,0306814552,9780306814556,eng,344,360,26,6/15/2005,Da Capo Press,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory John Wilcockson/Graham   Watson Da Capo Press eng
2281,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,4.2,140009691X,9781400096916,eng,320,3993,217,9/13/2005,Vintage,The Complete Stories of Truman Capote Truman Capote/Reynolds Price Vintage eng
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9780679600855,eng,162,5658,699,1/13/1994,Modern Library,Breakfast at Tiffany's: A Short Novel and Three Stories Truman Capote Modern Library eng
2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,0345478207,9780345478207,eng,384,585,78,10/31/2006,Ballantine Books,Murder at The Washington Tribune (Capital Crimes  #21) Margaret Truman Ballantine Books eng
2285,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.74,0449007383,9780449007389,eng,376,623,68,9/30/2003,Fawcett,Murder at Ford's Theatre (Capital Crimes  #19) Margaret Truman Fawcett eng
2287,Other Voices  Other Rooms,Truman Capote,3.8,0679745645,9780679745648,eng,232,10635,656,2/1/1994,Vintage,Other Voices  Other Rooms Truman Capote Vintage eng
2289,In Cold Blood,Truman Capote/Scott Brick,4.07,073933364X,9780739333648,eng,15,563,133,1/3/2006,Random House Audio,In Cold Blood Truman Capote/Scott Brick Random House Audio eng
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,0684868768,9780684868769,eng,288,2769,200,9/10/2002,Scribner,Emergence: The Connected Lives of Ants  Brains  Cities  and Software Steven Johnson Scribner eng
2299,Emergence: Labeled Autistic,Temple Grandin/Margaret M. Scariano,4.07,0446671827,9780446671828,eng,200,1827,154,9/1/1996,Grand Central Publishing,Emergence: Labeled Autistic Temple Grandin/Margaret M. Scariano Grand Central Publishing eng
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.02,0813527406,9780813527406,eng,344,48,5,2/1/2000,Rutgers University Press,The Emergence of Life on Earth: A Historical and Scientific Overview Iris Fry Rutgers University Press eng
2305,The Ghost Stories of Edith Wharton,Edith Wharton/Laszlo Kubinyi,3.89,0684842572,9780684842578,eng,303,2842,182,10/10/1997,Scribner,The Ghost Stories of Edith Wharton Edith Wharton/Laszlo Kubinyi Scribner eng
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton/R.W.B. Lewis,4.3,0940450313,9780940450318,eng,1328,446,29,5/12/1986,Library of America,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence Edith Wharton/R.W.B. Lewis Library of America eng
2307,Collected Stories  1911-1937,Edith Wharton/Maureen Howard,4.25,1883011949,9781883011949,eng,848,55,9,1/29/2001,Library of America,Collected Stories  1911-1937 Edith Wharton/Maureen Howard Library of America eng
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton/Cynthia Griffin Wolff,4.22,0940450534,9780940450530,eng,1137,67,9,4/1/1990,Library of America,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance Edith Wharton/Cynthia Griffin Wolff Library of America eng
2314,The House of Mirth,Edith Wharton,3.95,0486420493,9780486420493,eng,272,749,62,8/6/2002,Dover Publications,The House of Mirth Edith Wharton Dover Publications eng
2315,Below the Root,Zilpha Keatley Snyder/Alton Raible,4.08,0689304579,9780689304576,eng,231,41,9,1/1/1975,Atheneum Books,Below the Root Zilpha Keatley Snyder/Alton Raible Atheneum Books eng
2319,The Witches of Worm,Zilpha Keatley Snyder,3.69,0440802504,9780440802501,eng,183,40,12,5/1/1991,Dell Yearling,The Witches of Worm Zilpha Keatley Snyder Dell Yearling eng
2322,The Deeper Meaning of Liff,Douglas Adams/John Lloyd,3.93,0307236013,9780307236012,eng,192,3986,85,4/19/2005,Three Rivers Press,The Deeper Meaning of Liff Douglas Adams/John Lloyd Three Rivers Press eng
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,9781597770071,eng,6,58,15,9/30/2005,Phoenix Audio,Dirk Gently's Holistic Detective Agency (Dirk Gently #1) Douglas Adams Phoenix Audio eng
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien,4.15,0618056998,9780618056996,eng,502,4689,171,6/6/2000,Mariner Books,The Letters of J.R.R. Tolkien J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien Mariner Books eng
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien/Christopher Tolkien,4.38,0618083553,9780618083558,eng,1680,237,3,9/1/2000,Mariner Books,The History of the Lord of the Rings (The History of Middle-earth #6-9) J.R.R. Tolkien/Christopher Tolkien Mariner Books eng
2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel/J.R.R. Tolkien,3.98,0395291305,9780395291306,eng,207,4685,74,5/28/1980,Houghton Mifflin Company,The Languages of Tolkien's Middle-Earth Ruth S. Noel/J.R.R. Tolkien Houghton Mifflin Company eng
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0618574999,9780618574995,eng,1438,232,9,6/1/2005,Mariner Books,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3) J.R.R. Tolkien Mariner Books eng
2333,Farmer Giles of Ham,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.85,0618009361,9780618009367,eng,127,5526,225,11/15/1999,Houghton Mifflin Harcourt,Farmer Giles of Ham J.R.R. Tolkien/Christina Scull/Wayne G. Hammond Houghton Mifflin Harcourt eng
2336,Tandia,Bryce Courtenay,4.05,0140272925,9780140272925,eng,905,8461,369,8/31/1998,Penguin Books Australia Ltd.,Tandia Bryce Courtenay Penguin Books Australia Ltd. eng
2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,0140271570,9780140271577,eng,671,3920,132,8/31/2001,Penguin Books Australia Ltd.,Solomon's Song (The Potato Factory  #3) Bryce Courtenay Penguin Books Australia Ltd. eng
2348,An Introduction to Old Norse,E.V. Gordon/A.R. Taylor,4.1,0198111843,9780198111849,eng,412,104,7,7/23/1981,Oxford University Press,An Introduction to Old Norse E.V. Gordon/A.R. Taylor Oxford University Press eng
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson/Karen Swenson,3.68,0815319665,9780815319665,eng,320,19,2,12/21/2002,Routledge,Cold Counsel: Women in Old Norse Literature and Myth Sarah M.  Anderson/Karen Swenson Routledge eng
2367,Brave Companions: Portraits in History,David McCullough,3.98,0671792768,9780671792763,eng,240,3460,482,11/1/1992,Simon Schuster,Brave Companions: Portraits in History David McCullough Simon Schuster eng
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,0671447548,9780671447540,eng,445,23064,1191,5/12/1982,Simon  Schuster,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt David McCullough Simon  Schuster eng
2371,The Johnstown Flood,David McCullough,4.11,0844662925,9780844662923,eng,302,14739,1199,1/1/1990,Peter Smith Publisher,The Johnstown Flood David McCullough Peter Smith Publisher eng
2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.2,0743262131,9780743262132,eng,697,12178,1042,6/1/2004,Simon  Schuster,The Path Between the Seas: The Creation of the Panama Canal  1870-1914 David McCullough Simon  Schuster eng
2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,0451188454,9780451188458,eng,528,140014,1753,4/1/1998,Signet Book,The Bone Collector (Lincoln Rhyme  #1) Jeffery Deaver Signet Book eng
2386,Moby Dick,Herman Melville/William Hootkins,3.5,9626343583,9789626343586,eng,25,67,17,9/1/2005,Naxos Audiobooks,Moby Dick Herman Melville/William Hootkins Naxos Audiobooks eng
2388,Moby-Dick,Jan Needle/Patrick Benson/Herman Melville,3.71,0763630187,9780763630188,eng,192,161,16,9/12/2006,Candlewick Press,Moby-Dick Jan Needle/Patrick Benson/Herman Melville Candlewick Press eng
2389,Moby Dick,Herman Melville/William Hootkins,3.5,0143058096,9780143058090,eng,6,8858,885,6/16/2005,Penguin Audio,Moby Dick Herman Melville/William Hootkins Penguin Audio eng
2390,Moby-Dick,Herman Melville/Carl F. Hovde,3.5,1593080182,9781593080181,eng,707,1260,207,4/1/2003,Barnes  Noble Classics,Moby-Dick Herman Melville/Carl F. Hovde Barnes  Noble Classics eng
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey/Duncan Wu,3.61,0415247713,9780415247719,eng,208,50,7,9/18/2003,Routledge,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook Michael J. Davey/Duncan Wu Routledge eng
2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,0192781537,9780192781536,eng,104,39,5,4/16/1998,Oxford University Press  USA,Moby Dick: or The White Whale (Oxford Illustrated Classics) Geraldine McCaughrean/Victor G. Ambrus/Herman Melville Oxford University Press  USA eng
2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,0919123708,9780919123700,eng,156,23,4,4/30/2004,Inner City Books,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts) Edward F. Edinger Inner City Books eng
2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,019274156X,9780192741561,eng,102,6,0,4/3/1997,Oxford University Press  USA,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series) Geraldine McCaughrean/Victor G. Ambrus/Herman Melville Oxford University Press  USA eng
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,0252063023,9780252063022,eng,164,0,0,7/1/1993,University of Illinois Press,Melville and the politics of identity: From *King Lear* to *Moby-Dick* Julian Markels University of Illinois Press eng
2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,0700607420,9780700607426,eng,400,16,1,10/20/1995,University Press of Kansas,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art Elizabeth A. Schultz University Press of Kansas eng"
2423,Double Tap (Paul Madriani  #8),Steve Martini,3.92,0515139734,9780515139730,eng,401,2790,159,12/27/2005,Jove Books,Double Tap (Paul Madriani  #8) Steve Martini Jove Books eng
2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,0061020613,9780061020612,eng,374,58408,1272,7/30/2002,HarperTorch,Witches Abroad (Discworld  #12; Witches #3) Terry Pratchett HarperTorch eng
2443,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,0812967054,9780812967050,eng,560,8879,693,2/11/2003,Modern Library,The Innocents Abroad Mark Twain/Grover Gardner Modern Library eng
2445,Teaching English Abroad,Susan  Griffith,3.57,1854583522,9781854583529,eng,576,38,6,1/1/2007,Vacation Work Publications,Teaching English Abroad Susan  Griffith Vacation Work Publications eng
2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,0674996232,9780674996236,eng,434,33,1,3/1/2007,Harvard University Press,The Shield. Catalogue of Women. Other Fragments. (Hesiod II) Hesiod/Glenn W. Most Harvard University Press eng
2486,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,0393977617,9780393977615,eng,254,259,30,11/5/2002,W. W. Norton & Company,Death and the King's Horseman Wole Soyinka/Simon Gikandi W. W. Norton & Company eng
2494,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,0141439971,9780141439976,eng,104,3094,301,3/31/2005,Penguin Books Ltd,The Time Machine H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner Penguin Books Ltd eng
2495,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,0743487737,9780743487733,eng,150,372,36,7/1/2004,Simon  Schuster,The Time Machine H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard Simon  Schuster eng
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9781571741028,eng,275,68,6,10/1/1998,Hampton Roads Publishing Company,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium Joseph McMoneagle Hampton Roads Publishing Company eng
2501,The Time Machine,H.G. Wells/Melvin Burgess,3.89,0439436540,9780439436540,eng,123,284,35,3/1/2004,Scholastic Paperbacks,The Time Machine H.G. Wells/Melvin Burgess Scholastic Paperbacks eng
2504,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,1842124021,9781842124024,eng,864,875,33,5/1/2001,Orion Publishing,The Complete Short Stories H.G. Wells/John R. Hammond Orion Publishing eng
2506,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,0812970756,9780812970753,eng,432,80,11,7/13/2004,Modern Library,Selected Stories H.G. Wells/Ursula K. Le Guin Modern Library eng
2508,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,0141441119,9780141441115,eng,414,856,111,6/28/2005,Penguin Classics,Tono-Bungay H.G. Wells/Edward Mendelson/Patrick Parrinder Penguin Classics eng
2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,0307264890,9780307264893,eng,560,1338,113,9/26/2006,Everyman's Library,The Name of the Rose (Everyman's Library (Cloth)) Umberto Eco Everyman's Library eng
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,0824512596,9780824512590,eng,120,8228,410,10/1/1992,Crossroad,In the Name of Jesus: Reflections on Christian Leadership Henri J.M. Nouwen Crossroad eng
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9781400083114,eng,368,2594,403,5/3/2005,Broadway Books,Blood Done Sign My Name: A True Story Timothy B. Tyson Broadway Books eng
2526,Blindness,José Saramago/Giovanni Pontiero,4.11,0156007754,9780156007757,eng,326,107455,7778,10/4/1999,Mariner Books,Blindness José Saramago/Giovanni Pontiero Mariner Books eng
2527,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,0156001411,9780156001410,eng,377,799,107,9/28/1994,Harcourt,The Gospel According to Jesus Christ José Saramago/Giovanni Pontiero Harcourt eng
2528,All the Names,José Saramago/Margaret Jull Costa,3.89,0156010593,9780156010597,eng,245,11016,734,10/5/2001,Mariner Books,All the Names José Saramago/Margaret Jull Costa Mariner Books eng
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,0156013037,9780156013031,eng,64,3331,242,10/5/2000,Mariner Books,The Tale of the Unknown Island José Saramago/Peter Sís/Margaret Jull Costa Mariner Books eng
2530,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,0156005204,9780156005203,eng,346,6184,284,10/16/1998,Mariner Books,Baltasar and Blimunda José Saramago/Giovanni Pontiero Mariner Books eng
2531,The Cave,José Saramago/Margaret Jull Costa,3.84,0156028794,9780156028790,eng,307,7649,548,10/15/2003,Mariner Books,The Cave José Saramago/Margaret Jull Costa Mariner Books eng
2535,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,0156004011,9780156004015,eng,292,308,30,6/14/1996,Mariner Books,The Stone Raft José Saramago/Giovanni Pontiero Mariner Books eng
2536,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,1860465021,9781860465024,eng,384,3826,191,9/17/1998,Vintage Classics,The Year of the Death of Ricardo Reis José Saramago/Giovanni Pontiero Vintage Classics eng
2542,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,0156006243,9780156006248,eng,314,331,62,9/1/1998,Mariner Books,The History of the Siege of Lisbon José Saramago/Giovanni Pontiero Mariner Books eng
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,9780890093894,eng,902,1432,45,10/6/2009,Castle Books,The Treasured Writings of Kahlil Gibran Kahlil Gibran Castle Books eng
2547,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,000100039X,9780001000391,eng,127,184293,5418,1/1/2010,Rupa & Co,The Prophet Kahlil Gibran/جبران خليل جبران/Jihad El Rupa & Co eng
2549,A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,0394448049,9780394448046,eng,228,2094,104,6/27/1950,Alfred A.Knopf,A Tear and a Smile Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer Alfred A.Knopf eng
2552,On the Road,Jack Kerouac/Ann Charters,3.63,0141182679,9780141182674,eng,281,5575,502,2/24/2000,Penguin Books,On the Road Jack Kerouac/Ann Charters Penguin Books eng
2557,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,0375711163,9780375711169,eng,732,2732,105,4/4/2006,Knopf Publishing Group,De Kooning: An American Master Mark Stevens/Annalyn Swan Knopf Publishing Group eng
2560,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5.0,382960226X,9783829602266,eng,83,1,0,9/1/2006,Schirmer Mosel,Willem de Kooning: Late Paintings Julie Sylvester/David Sylvester Schirmer Mosel eng
2567,Aké: The Years of Childhood,Wole Soyinka,3.93,0679725407,9780679725404,eng,230,1284,90,10/23/1989,Vintage,Aké: The Years of Childhood Wole Soyinka Vintage eng
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,0143034545,9780143034544,eng,165,3832,178,12/28/2004,Penguin Books,Ready for Anything: 52 Productivity Principles for Getting Things Done David    Allen Penguin Books eng
2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4.0,0807744689,9780807744680,eng,142,54,4,4/29/2004,Teachers College Press,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work David  Allen/Tina Blythe/Gene Thompson-Grove Teachers College Press eng
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,0195137892,9780195137897,eng,272,125,13,4/1/2000,Oxford University Press  USA,Sun Tzu and the Art of Business: Six Strategic Principles for Managers Sun Tzu/Mark McNeilly Oxford University Press  USA eng
2595,Marketing Warfare,Al Ries/Jack Trout,4.11,0071460829,9780071460828,eng,216,942,59,12/13/2005,McGraw-Hill Education,Marketing Warfare Al Ries/Jack Trout McGraw-Hill Education eng
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,0316346624,9780316346627,eng,301,633037,11898,1/7/2002,Back Bay Books,The Tipping Point: How Little Things Can Make a Big Difference Malcolm Gladwell Back Bay Books eng
2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,3.98,0786887176,9780786887170,eng,234,4600,88,10/10/2001,Hachette Books,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You. Seth Godin/Malcolm Gladwell Hachette Books eng
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,0060521996,9780060521998,eng,286,32079,752,1/7/2003,Harper Paperbacks,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business Clayton M. Christensen/L.J. Ganser Harper Paperbacks eng
2619,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,0141439564,9780141439563,eng,512,14228,668,12/31/2002,Penguin Books,Great Expectations Charles Dickens/David Trotter/Charlotte Mitchell Penguin Books eng
2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,0393960692,9780393960693,eng,776,573,38,1/19/1999,W.W. Norton & Company,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism Charles Dickens/Edgar Rosenberg W.W. Norton & Company eng
2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.8,0664241581,9780664241582,eng,364,108,13,1/1/1969,Westminster John Knox Press,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics) Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp Westminster John Knox Press eng
2654,To Kill a Mockingbird,Harper Lee,4.27,0060935464,9780060935467,eng,323,10524,898,7/5/2005,Harper Perennial Modern Classics,To Kill a Mockingbird Harper Lee Harper Perennial Modern Classics eng
2655,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,0060888695,9780060888695,eng,11,697,180,8/22/2006,Caedmon,To Kill a Mockingbird Harper Lee/Sissy Spacek Caedmon eng
2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,0761501665,9780761501664,eng,199,66,4,9/20/1995,Prima Lifestyles,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent David H. Chilton Prima Lifestyles eng
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,0486287599,9780486287591,eng,64,13562,141,2/2/1996,Dover Publications,A Modest Proposal and Other Satirical Works Jonathan Swift Dover Publications eng
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,1416500391,9781416500391,eng,416,2161,50,8/1/2005,Simon  Schuster,Gulliver's Travels / A Modest Proposal Jonathan Swift/Jesse Gale Simon  Schuster eng
2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,1556434952,9781556434952,eng,144,3,0,5/4/2004,North Atlantic Books,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova) Xavier de C./Xavier de C./Joseph Rowe North Atlantic Books eng
2686,The Bostonians,Henry James/R.D. Gooder,3.59,0192834428,9780192834423,eng,504,85,12,7/23/1998,Oxford University Press,The Bostonians Henry James/R.D. Gooder Oxford University Press eng
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,1931082308,9781931082303,eng,1035,25,4,3/10/2003,Library of America,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age Henry James/Myra Jehlen Library of America eng
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,193108288X,9781931082884,eng,713,27,3,2/2/2006,Library of America,Novels 1901–1902: The Sacred Fount / The Wings of the Dove Henry James/Leo Bersani Library of America eng
2692,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,1883011094,9781883011093,eng,958,198,7,1/1/1996,Library of America,Complete Stories 1892–1898 Henry James/John Hollander/David Bromwich Library of America eng
2696,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,0140424385,9780140424386,eng,504,168559,2365,1/30/2003,Penguin Classics,The Canterbury Tales Geoffrey Chaucer/Nevill Coghill Penguin Classics eng
2698,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,019283360X,9780192833600,eng,465,257,22,7/9/1998,Oxford University Press,The Canterbury Tales Geoffrey Chaucer/David  Wright Oxford University Press eng
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,014042234X,9780140422344,eng,1254,792,59,4/7/2005,Penguin Classics,The Canterbury Tales (original-spelling edition) Geoffrey Chaucer/Jill Mann Penguin Classics eng
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,0812000390,9780812000399,eng,530,73,5,12/31/1977,Barrons Educational Series,Chaucer's Canterbury Tales (Selected): An Interlinear Translation Geoffrey Chaucer/Vincent Foster Hopper Barrons Educational Series eng
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,0198711557,9780198711551,eng,456,84,4,5/23/1996,Oxford University Press  USA,Oxford Guides to Chaucer: The Canterbury Tales Helen  Cooper Oxford University Press  USA eng
2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,0140444084,9780140444087,eng,272,70,6,5/26/1983,Penguin Classics,Love Visions Geoffrey Chaucer/Brian Stone Penguin Classics eng
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,0671475029,9780671475024,eng,383,36,5,1/28/1964,Washington Square Press,Chaucer's Canterbury Tales Geoffrey Chaucer Washington Square Press eng
2711,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,0395290317,9780395290316,eng,1327,7760,152,12/12/1987,Houghton Mifflin,The Riverside Chaucer Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson Houghton Mifflin eng
2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,0140150811,9780140150810,eng,611,70,8,5/26/1977,Penguin Books,The Portable Chaucer Geoffrey Chaucer/Theodore Morrison Penguin Books eng
2715,Salt: A World History,Mark Kurlansky,3.74,0142001619,9780142001615,eng,484,50335,3012,1/28/2003,Penguin Books,Salt: A World History Mark Kurlansky Penguin Books eng
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,0689834195,9780689834196,eng,32,1178,173,11/1/2003,Simon  Schuster Books for Young Readers,Salt in His Shoes: Michael Jordan in Pursuit of a Dream Deloris Jordan/Kadir Nelson/Roslyn M. Jordan Simon  Schuster Books for Young Readers eng
2722,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9780394755267,eng,627,856,105,7/17/1989,Vintage,Cities of Salt (مدن الملح #1) Abdul Rahman Munif/Peter Theroux Vintage eng
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,0553580078,9780553580075,eng,763,9344,995,6/3/2003,Bantam Books,The Years of Rice and Salt Kim Stanley Robinson Bantam Books eng
2725,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,0805202412,9780805202410,eng,288,9254,194,1/13/1969,Schocken,Illuminations: Essays and Reflections Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier Schocken eng
2727,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,0300115865,9780300115864,eng,288,39,5,11/1/2006,Yale University Press,Saul Steinberg: Illuminations Saul Steinberg/Joel Smith/Charles Simic Yale University Press eng
2731,Advanced Global Illumination,Philip Dutre,4.5,1568813074,9781568813073,eng,366,17,2,8/30/2006,A K PETERS,Advanced Global Illumination Philip Dutre A K PETERS eng
